url,marque,id_variante,designation,descriptif,code_article,reference,sku,prix_promo_unit,prix_ref_unit,prom_qty,prom_prc
https://www.henryschein.fr/fr-fr/corporate/p/materiaux-a-empreintes/silicones-par-condensation/speedex-coltene-light-tube-de-140ml/889-0017?promocode=7&FullPageMode=true,COLTENE,889-0017,Speedex COLTENE - Light - Tube de 140ml,silicone par condensation.Indications : Toutes les techniques d'empreintes. Elasticit&eacute; de m&eacute;moire &eacute;lastique pour une reproduction pr&eacute;cise des d&eacute;tails les plus fins / Mouillabilit&eacute; et stabilit&eacute; dimensionnelle / Les mod&egrave;les peuvent &ecirc;tre coul&eacute;s jusqu'&agrave; 7 &agrave; 10 jours apr&egrave;s la prise / Temps de prise en bouche adaptable de 2 &agrave; min 20 s.,4980,889-0017,889-0017, ,20, , 
https://www.henryschein.fr/fr-fr/corporate/p/materiaux-a-empreintes/silicones-par-condensation/speedex-coltene-catalyseur-tube-de-60ml/881-1027?promocode=7&FullPageMode=true,COLTENE,881-1027,Speedex COLTENE - Catalyseur - Tube de 60ml,silicone par condensation.Indications : Toutes les techniques d'empreintes. Elasticit&eacute; de m&eacute;moire &eacute;lastique pour une reproduction pr&eacute;cise des d&eacute;tails les plus fins / Mouillabilit&eacute; et stabilit&eacute; dimensionnelle / Les mod&egrave;les peuvent &ecirc;tre coul&eacute;s jusqu'&agrave; 7 &agrave; 10 jours apr&egrave;s la prise / Temps de prise en bouche adaptable de 2 &agrave; min 20 s.,4990,881-1027,881-1027, ,24.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/materiaux-a-empreintes/silicones-par-condensation/silasoft-n-detax-tube-de-160ml/901-1584?promocode=4&FullPageMode=true,DETAX KARL HUBER GMBH,901-1584,Silasoft N DETAX - Tube de 160ml,Mat&eacute;riau d'empreinte &agrave; base de silicone par condensation. Couleur : Rose opaque. Indications : correction des empreintes primaires/ empreintes en double m&eacute;lange. Propri&eacute;t&eacute;s : basse viscosit&eacute;/ &eacute;lasticit&eacute; importante/ pr&eacute;cis/ satabilit&eacute; dimensionnelle,02005,901-1584,901-1584, ,38.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/materiaux-a-empreintes/silicones-par-condensation/silaplast-futur-detax-pot-de-900ml/891-6796?promocode=6&FullPageMode=true,DETAX,891-6796,Silaplast Futur DETAX - Pot de 900ml,Mat&eacute;riau d'empreinte de pr&eacute;cision &agrave; base de silicone par condensation. Couleur : blanc. Indications:  correction des empreintes pr&eacute;liminaires/ empreintes avec bagues de cuivre/ techniques d'empreintes de correction des pr&eacute;parations/ enregistrement de l'occlusion. Propri&eacute;t&eacute;s: haute viscosit&eacute;/ duret&eacute; finale/ faible r&eacute;traction/ consistance mall&eacute;able/ elasticit&eacute;,02001,891-6796,891-6796, ,83.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/materiaux-a-empreintes/silicones-par-condensation/silaplast-detax-catalyseur-pate-tube-de-35g/872-1304?promocode=4&FullPageMode=true,DETAX KARL HUBER GMBH,872-1304,Silaplast DETAX - Catalyseur Pâte - Tube de 35g,Mat&eacute;riau d'empreinte de pr&eacute;cision &agrave; base de silicone par condensation. Couleur : blanc. Indications:  correction des empreintes pr&eacute;liminaires/ empreintes avec bagues de cuivre/ techniques d'empreintes de correction des pr&eacute;parations/ enregistrement de l'occlusion. Propri&eacute;t&eacute;s: haute viscosit&eacute;/ duret&eacute; finale/ faible r&eacute;traction/ consistance mall&eacute;able/ elasticit&eacute;,02015,872-1304,872-1304, ,25.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/materiaux-a-empreintes/silicones-par-condensation/silaplast-detax-catalyseur-liquide-flacon-de-50ml/901-1588?promocode=8&FullPageMode=true,DETAX KARL HUBER GMBH,901-1588,Silaplast DETAX - Catalyseur Liquide - Flacon de 50ml,Mat&eacute;riau d'empreinte de pr&eacute;cision &agrave; base de silicone par condensation. Couleur : blanc. Indications:  correction des empreintes pr&eacute;liminaires/ empreintes avec bagues de cuivre/ techniques d'empreintes de correction des pr&eacute;parations/ enregistrement de l'occlusion. Propri&eacute;t&eacute;s: haute viscosit&eacute;/ duret&eacute; finale/ faible r&eacute;traction/ consistance mall&eacute;able/ elasticit&eacute;,02095,901-1588,901-1588, ,25.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/materiaux-a-empreintes/silicones-par-condensation/eurosil-max2-henry-schein-putty-jaune-pot-de-900ml/900-8532?promocode=2&FullPageMode=true,HENRY SCHEIN,900-8532,Eurosil Max2 HENRY SCHEIN - Putty jaune - Pot de 900ml,Silicone par condensation formul&eacute; pour les empreintes fonctionnelles. C'est un putty ayant subi des modifications et qui s'utilise uniquement avec un catalyseur.Indications : Empreintes fonctionnelles des proth&egrave;ses adjointes amovibles. Wash technique/ double m&eacute;lange/ mordus occlusaux.Avantages : Non collant/ hydrophile / Peut &ecirc;tre utilis&eacute; avec ou sans porte-empreinte perfor&eacute;. L'empreinte peut &ecirc;tre coul&eacute;e/ cuivr&eacute;e ou argent&eacute;e.Utilisation : disposer autant de catalyseur que de base. M&eacute;langer jusqu'&agrave; ce que la couleur change.,A200350,900-8532,900-8532, ,42.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/materiaux-a-empreintes/silicones-par-condensation/eurosil-max2-henry-schein-correction-bleu-tube-de-140ml/900-8536?promocode=6&FullPageMode=true,HENRY SCHEIN,900-8536,Eurosil Max2 HENRY SCHEIN - Correction bleu - Tube de 140ml,Silicone par condensation formul&eacute; pour les empreintes fonctionnelles. C'est un putty ayant subi des modifications et qui s'utilise uniquement avec un catalyseur.Indications : Empreintes fonctionnelles des proth&egrave;ses adjointes amovibles. Wash technique/ double m&eacute;lange/ mordus occlusaux.Avantages : Non collant/ hydrophile / Peut &ecirc;tre utilis&eacute; avec ou sans porte-empreinte perfor&eacute;. L'empreinte peut &ecirc;tre coul&eacute;e/ cuivr&eacute;e ou argent&eacute;e.Utilisation : disposer autant de catalyseur que de base. M&eacute;langer jusqu'&agrave; ce que la couleur change.,A200354,900-8536,900-8536, ,9999999, , 
https://www.henryschein.fr/fr-fr/corporate/p/materiaux-a-empreintes/silicones-par-condensation/activateur-universel-plus-kulzer-liquide-flacon-de-25ml/891-2917?promocode=7&FullPageMode=true,KULZER,891-2917,Activateur Universel Plus KULZER - Liquide - Flacon de 25ml,Activateur universel pour silicones par condensation et addition. Exempt de DBTL.,66037445,891-2917,891-2917, ,39.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/materiaux-a-empreintes/silicones-par-condensation/activateur-universel-plus-pate-tube-de-60ml/891-2916?promocode=6&FullPageMode=true,KULZER,891-2916,Activateur Universel Plus - Pâte - Tube de 60ml,Activateur universel pour silicones par condensation.,66037443,891-2916,891-2916, ,39.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-maxillaire-roth-0-018-gauche-lot-de-10/951-5969?promocode=9&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5969,Tube buccal MASEL - Maxillaire - Roth 0/018 - Gauche - Lot de 10,TUBES BUCCO DBL CONV.ROTH 0/018 GAU(10)4016-275-10,4016275-10,951-5969,951-5969, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-maxillaire-roth-0-018-droite-lot-de-10/951-5968?promocode=8&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5968,Tube buccal MASEL - Maxillaire - Roth 0/018 - Droite - Lot de 10,TUBES BUCCO DBL CONV.ROTH 0/018 DRT(10)4016-274-10,4016274-10,951-5968,951-5968, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-double-roth-0-022-gauche-lot-de-10/951-5979?promocode=9&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5979,Tube buccal MASEL - Mandibulaire double - Roth 0/022 - Gauche - Lot de 10,TUBES BUCCO MANDI DBL ROTH 0/022 GA(10)4016-132-10,4016132-10,951-5979,951-5979, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-double-roth-0-022-droite-lot-de-10/951-5978?promocode=8&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5978,Tube buccal MASEL - Mandibulaire double - Roth 0/022 - Droite - Lot de 10,TUBES BUCCO MANDI DBL ROTH 0/022 DR(10)4016-112-10,4016112-10,951-5978,951-5978, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-double-roth-0-018-gauche-lot-de-10/951-5977?promocode=7&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5977,Tube buccal MASEL - Mandibulaire double - Roth 0/018 - Gauche - Lot de 10,TUBES BUCCO MANDI DBL ROTH 0/018 GA(10)4016-128-10,4016128-10,951-5977,951-5977, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-double-roth-0-018-droite-lot-de-10/951-5976?promocode=6&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5976,Tube buccal MASEL - Mandibulaire double - Roth 0/018 - Droite - Lot de 10,TUBES BUCCO MANDI DBL ROTH 0/018 DR(10)4016-008-10,4016008-10,951-5976,951-5976, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-2eme-molaire-roth-0-022-gauche-lot-de-10/951-5987?promocode=7&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5987,Tube buccal MASEL - Mandibulaire 2ème molaire - Roth 0/022 - Gauche - Lot de 10,TUBES BUCCO MAND.2EM MOL.ROTH0/022G(10)4000-450-10,4000450-10,951-5987,951-5987, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-2eme-molaire-roth-0-022-droite-lot-de-10/951-5986?promocode=6&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5986,Tube buccal MASEL - Mandibulaire 2ème molaire - Roth 0/022 - Droite - Lot de 10,TUBES BUCCO 2EME MOL.ROTH 0/022 DR (10)4000-451-10,4000451-10,951-5986,951-5986, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-2eme-molaire-roth-0-018-gauche-lot-de-10/951-5985?promocode=5&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5985,Tube buccal MASEL - Mandibulaire 2ème molaire - Roth 0/018 - Gauche - Lot de 10,TUBES BUCCO 2EME MOL.ROTH 0/018 GAU(10)4000-470-10,4000470-10,951-5985,951-5985, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-2eme-molaire-roth-0-018-droite-lot-de-10/951-5984?promocode=4&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5984,Tube buccal MASEL - Mandibulaire 2ème molaire - Roth 0/018 - Droite - Lot de 10,TUBES BUCCO 2EME MOL.ROTH 0/018 DR (10)4000-471-10,4000471-10,951-5984,951-5984, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-1ere-molaire-roth-0-022-gauche-lot-de-10/951-5991?promocode=1&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5991,Tube buccal MASEL - Mandibulaire 1ère molaire - Roth 0/022 - Gauche - Lot de 10,TUBES BUCCO MAND.1ER MOL.ROTH0/022G(10)4006-315-10,4006315-10,951-5991,951-5991, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-1ere-molaire-roth-0-022-droite-lot-de-10/951-5990?promocode=0&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5990,Tube buccal MASEL - Mandibulaire 1ère molaire - Roth 0/022 - Droite - Lot de 10,TUBES BUCCO MAND.1ER MOL.ROTH0/022D(10)4006-314-10,4006314-10,951-5990,951-5990, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-1ere-molaire-roth-0-018-gauche-lot-de-10/951-5989?promocode=9&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5989,Tube buccal MASEL - Mandibulaire 1ère molaire - Roth 0/018 - Gauche - Lot de 10,TUBES BUCCO MAND.1ER MOL.ROTH0/018G(10)4006-313-10,4006313-10,951-5989,951-5989, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-1ere-molaire-roth-0-018-droite-lot-de-10/951-5988?promocode=8&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5988,Tube buccal MASEL - Mandibulaire 1ère molaire - Roth 0/018 - Droite - Lot de 10,TUBES BUCCO MAND.1ER MOL.ROTH0/018D(10)4006-312-10,4006312-10,951-5988,951-5988, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-0-022-gauche-lot-de-10/951-5983?promocode=3&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5983,Tube buccal MASEL - Mandibulaire - 0/022 - Gauche - Lot de 10,TUBES BUCCO MANDI DBL ROTH 0/022 GA(10)4016-368-10,4016368-10,951-5983,951-5983, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-0-022-droite-lot-de-10/951-5982?promocode=2&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5982,Tube buccal MASEL - Mandibulaire - 0/022 - Droite - Lot de 10,TUBES BUCCO MANDI DBL ROTH 0/022 DR(10)4016-369-10,4016369-10,951-5982,951-5982, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-0-018-gauche-lot-de-10/951-5981?promocode=1&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5981,Tube buccal MASEL - Mandibulaire - 0/018 - Gauche - Lot de 10,TUBES BUCCO MANDI DBL ROTH 0/018 GA(10)4016-370-10,4016370-10,951-5981,951-5981, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/orthodontie/tubes-buccaux-a-coller/tube-buccal-masel-mandibulaire-0-018-droite-lot-de-10/951-5980?promocode=0&FullPageMode=true,ORTHO ORGANIZER'S (MASEL,951-5980,Tube buccal MASEL - Mandibulaire - 0/018 - Droite - Lot de 10,TUBES BUCCO MANDI DBL ROTH 0/018 DR(10)4016-371-10,4016371-10,951-5980,951-5980, ,70.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/loupe-eyemag-smart-sans-monture-2-5x-400-zeiss/895-5430?promocode=0&FullPageMode=true,ZEISS MEDITECH,895-5430,Loupe Eyemag Smart sans monture 2/5X / 400 ZEISS,Percevoir des structures anatomiques minuscules n&rsquo;est possible qu&rsquo;avec un grossissement correct et une optique de haute qualit&eacute;. Les loupes EyeMag&reg; offrent des performances optiques de qualit&eacute; d&egrave;s la premi&egrave;re utilisation. Elles permettent d&rsquo;accomplir des traitements et des soins efficaces. &Eacute;quip&eacute;s d&rsquo;un &eacute;clairage &agrave; diodes &eacute;lectroluminescentes (LED)/ ces instruments offrent une nettet&eacute; d&rsquo;image et une profondeur de champ couvrant toute la zone &agrave; traiter. Maniables et agr&eacute;ables &agrave; porter/ elles allient l&rsquo;&eacute;l&eacute;gance &agrave; une conception fonctionnelle dans une large plage de distances de travail et de facteurs de grossissement. Grossissement 2/5x : Large champ de vision/ Grande profondeur de champ. Pour une premi&egrave;re utilisation: Syst&egrave;me Galil&eacute;e/ Lentille oculaire et objectif/ L&eacute;ger/ Compact. Confortable &agrave; porter: Poids : 85g.,304112-9903-000,895-5430,895-5430, ,1716.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/loupe-eyemag-smart-sans-monture-2-5x-350-zeiss/895-5431?promocode=1&FullPageMode=true,ZEISS MEDITECH,895-5431,Loupe Eyemag Smart sans monture 2/5X / 350 ZEISS,Percevoir des structures anatomiques minuscules n&rsquo;est possible qu&rsquo;avec un grossissement correct et une optique de haute qualit&eacute;. Les loupes EyeMag&reg; offrent des performances optiques de qualit&eacute; d&egrave;s la premi&egrave;re utilisation. Elles permettent d&rsquo;accomplir des traitements et des soins efficaces. &Eacute;quip&eacute;s d&rsquo;un &eacute;clairage &agrave; diodes &eacute;lectroluminescentes (LED)/ ces instruments offrent une nettet&eacute; d&rsquo;image et une profondeur de champ couvrant toute la zone &agrave; traiter. Maniables et agr&eacute;ables &agrave; porter/ elles allient l&rsquo;&eacute;l&eacute;gance &agrave; une conception fonctionnelle dans une large plage de distances de travail et de facteurs de grossissement. Grossissement 2/5x : Large champ de vision/ Grande profondeur de champ. Pour une premi&egrave;re utilisation: Syst&egrave;me Galil&eacute;e/ Lentille oculaire et objectif/ L&eacute;ger/ Compact. Confortable &agrave; porter: Poids : 85g.,304112-9902-000,895-5431,895-5431, ,1716.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/loupe-eyemag-smart-sans-monture-2-5x-300-zeiss/895-5432?promocode=2&FullPageMode=true,ZEISS MEDITECH,895-5432,Loupe Eyemag Smart sans monture 2/5X / 300 ZEISS,EYEMAG SMART SANS MONTURE 2/5X/300 ZEISS,304112-9901-000,895-5432,895-5432, ,1716.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/loupe-eyemag-smart-monture-titanium-zeiss-medium/895-5434?promocode=4&FullPageMode=true,ZEISS MEDITECH,895-5434,Loupe Eyemag Smart Monture Titanium ZEISS - Medium,EYEMAG SMART MONTURE TITANIUM MEDIUM ZEISS,304211-9002-000,895-5434,895-5434, ,543.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/loupe-eyemag-smart-monture-titanium-zeiss-large/895-5435?promocode=5&FullPageMode=true,ZEISS MEDITECH,895-5435,Loupe Eyemag Smart Monture Titanium ZEISS - Large,EYEMAG SMART MONTURE TITANIUM LARGE ZEISS,304211-9003-000,895-5435,895-5435, ,543.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/loupe-eyemag-smart-monture-sport-zeiss/895-5433?promocode=3&FullPageMode=true,ZEISS MEDITECH,895-5433,Loupe Eyemag Smart Monture Sport ZEISS,Monture vendue seule.&amp;nbsp;,304211-9020-000,895-5433,895-5433, ,254.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/loupe-eyemag-pro-s-3-3x-450-zeiss-kit-avec-casque/895-5414?promocode=4&FullPageMode=true,ZEISS MEDITECH,895-5414,Loupe Eyemag Pro S 3.3X / 450 ZEISS - Kit avec casque,LOUPE EYEMAG PRO S 3.3X/450 KIT AVEC CASQUE ZEISS,304156-9453-000,895-5414,895-5414, ,3251.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/loupe-eyemag-pro-s-3-5x-400-zeiss-kit-avec-casque/895-5416?promocode=6&FullPageMode=true,ZEISS MEDITECH,895-5416,Loupe Eyemag Pro S 3/5X / 400 ZEISS - Kit avec casque,LOUPE EYEMAG PRO S 3/5X/400 KIT AVEC CASQUE ZEISS,304156-9403-000,895-5416,895-5416, ,3251.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/loupe-eyemag-pro-f-3-3x-450-titanium-zeis-medium/895-9704?promocode=4&FullPageMode=true,ZEISS MEDITECH,895-9704,Loupe Eyemag Pro F 3.3X / 450 Titanium ZEIS - Medium,LOUPE EYEMAG PRO F 3.3X/450 TITANIUM MEDIUM ZEIS,003900-0006-456,895-9704,895-9704, ,3110.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/eyemag-light-ii-zeiss/895-5427?promocode=7&FullPageMode=true,ZEISS MEDITECH,895-5427,Eyemag Light II ZEISS,EYEMAG LIGHT II ZEISS,304121-9005-000,895-5427,895-5427, ,1758.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/petit-equipement/visualisation-avancee/batterie-eyemag-light-ii-zeiss/897-2764?promocode=4&FullPageMode=true,ZEISS MEDITECH,897-2764,BATTERIE EYEMAG LIGHT II ZEISS,BATTERIE EYEMAG LIGHT II ZEISS,304121-9851-000,897-2764,897-2764, ,384.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/petits-patients/usage-unique/bavoir-enfant-euronda-rose-rouleau-de-100/952-0467?promocode=7&FullPageMode=true,EURONDA,952-0467,Bavoir enfant EURONDA - Rose - Rouleau de 100,Pure ouate de cellulose tr&egrave;s absorbante/ doubl&eacute;e d&rsquo;un film en poly&eacute;thyl&egrave;ne imperm&eacute;able. Dimensions 34 x 40 cm. Le rouleau de 100.,218102,952-0467,952-0467, ,7.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/petits-patients/usage-unique/bavoir-enfant-euronda-bleu-rouleau-de-100/952-0466?promocode=6&FullPageMode=true,EURONDA,952-0466,Bavoir enfant EURONDA - Bleu - Rouleau de 100,Pure ouate de cellulose tr&egrave;s absorbante/ doubl&eacute;e d&rsquo;un film en poly&eacute;thyl&egrave;ne imperm&eacute;able. Dimensions 34 x 40 cm. Le rouleau de 100.,218101,952-0466,952-0466, ,7.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/foret-ca-inoxydable-stabyl-bleu-pour-tenons-nox2/882-0126?promocode=6&FullPageMode=true,STABYL,882-0126,Foret Ca Inoxydable STABYL - Bleu - Pour Tenons - Nox2,Foret Ca Inoxydable STABYL - Bleu - Pour Tenons - Nox2,020902A72B,882-0126,882-0126, ,61.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/foret-ca-inoxydable-stabyl-blanc-pour-tenons-no1/880-3453?promocode=3&FullPageMode=true,STABYL,880-3453,Foret Ca Inoxydable STABYL - Blanc - Pour Tenons - No1,Foret Ca Inoxydable STABYL - Blanc - Pour Tenons - No1,010901A72B,880-3453,880-3453, ,61.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-titane-stabyl-x1-jaune/882-5178?promocode=8&FullPageMode=true,STABYL,882-5178,Coffret Sequenceur Titane STABYL - X1 - Jaune,Coffret s&eacute;quenceur,022061A72B,882-5178,882-5178, ,263.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-stabyl-fibre-de-verre-x2-bleu/886-9243?promocode=3&FullPageMode=true,STABYL,886-9243,Coffret Sequenceur STABYL - Fibre de verre - X2 - Bleu,Coffret s&eacute;quenceur,025102A72B,886-9243,886-9243, ,433.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-stabyl-fibre-de-verre-x1-jaune/886-9242?promocode=2&FullPageMode=true,STABYL,886-9242,Coffret Sequenceur STABYL - Fibre de verre - X1 - Jaune,Coffret s&eacute;quenceur,025101A72B,886-9242,886-9242, ,433.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-retentif-stabyl-x2-bleu/882-5176?promocode=6&FullPageMode=true,STABYL,882-5176,Coffret Sequenceur Retentif STABYL - X2 - Bleu,Coffret s&eacute;quenceur,022072A72B,882-5176,882-5176, ,212.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-retentif-stabyl-x1-jaune/882-5175?promocode=5&FullPageMode=true,STABYL,882-5175,Coffret Sequenceur Retentif STABYL - X1 - Jaune,Coffret s&eacute;quenceur,022071A72B,882-5175,882-5175, ,212.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-retentif-stabyl-n-2-vert/881-8823?promocode=3&FullPageMode=true,STABYL,881-8823,Coffret Sequenceur Retentif STABYL - n°2 - Vert,Coffret s&eacute;quenceur,012072A72B,881-8823,881-8823, ,212.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-retentif-stabyl-n-1-blanc/882-5177?promocode=7&FullPageMode=true,STABYL,882-5177,Coffret Sequenceur Retentif STABYL - n°1 - Blanc,Coffret s&eacute;quenceur,012071A72B,882-5177,882-5177, ,212.49, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-decouverte-stabyl-x2-bleu/882-5161?promocode=1&FullPageMode=true,STABYL,882-5161,Coffret Sequenceur Decouverte STABYL - X2 - Bleu,Coffret s&eacute;quenceur,022032A72B,882-5161,882-5161, ,162.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-decouverte-stabyl-x1-jaune/881-8354?promocode=4&FullPageMode=true,STABYL,881-8354,Coffret Sequenceur Decouverte STABYL - X1 - Jaune,Coffret s&eacute;quenceur,022031A72B,881-8354,881-8354, ,162.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-decouverte-stabyl-n-2-vert/882-5163?promocode=3&FullPageMode=true,STABYL,882-5163,Coffret Sequenceur Decouverte STABYL - n°2 - Vert,Coffret s&eacute;quenceur,01203A72B,882-5163,882-5163, ,162.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-decouverte-stabyl-n-1-blanc/882-5162?promocode=2&FullPageMode=true,STABYL,882-5162,Coffret Sequenceur Decouverte STABYL - n°1 - Blanc,Coffret s&eacute;quenceur,012031A72B,882-5162,882-5162, ,162.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-classic-stabyl-x2-bleu/882-5166?promocode=6&FullPageMode=true,STABYL,882-5166,Coffret Sequenceur Classic STABYL - X2 - Bleu,Coffret s&eacute;quenceur,022042A72B,882-5166,882-5166, ,182.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-classic-stabyl-x1-jaune/882-5165?promocode=5&FullPageMode=true,STABYL,882-5165,Coffret Sequenceur Classic STABYL - X1 - Jaune,Coffret s&eacute;quenceur,022041A72B,882-5165,882-5165, ,182.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-classic-stabyl-n-3-rouge/882-5169?promocode=9&FullPageMode=true,STABYL,882-5169,Coffret Sequenceur Classic STABYL - n°3 - Rouge,Coffret s&eacute;quenceur,012043A72B,882-5169,882-5169, ,182.99, , 
https://www.henryschein.fr/fr-fr/corporate/p/pivots-tenons/tenons-stabyl/coffret-sequenceur-classic-stabyl-n-2-vert/882-5168?promocode=8&FullPageMode=true,STABYL,882-5168,Coffret Sequenceur Classic STABYL - n°2 - Vert,Coffret s&eacute;quenceur,012042A72B,882-5168,882-5168, ,182.99, , 
