url,marque,id_variante,designation,reference,descriptif,prix_promo_unit,ref_price_unit,qty_dgrsf_1,qty_dgrsf_2,prix_prom_dgrsf_1,prix_prom_dgrsf_2
https://www.megadental.fr/bracket-lotus-ds-damon-018-5x5-sans-crochet-ortho-technology-897-1276.html,ortho-technology,38689,Bracket Lotus + DS Damon 018 5x5 sans crochet (Ortho Technology),3498-019,Conçu par un orthodontiste  Lotus Plus DS est un système de brackets autoligaturants avec des améliorations majeures par rapport à ses prédécesseurs. Il a été créé pour remédier aux nombreuses lacunes des SLB passifs dans l'industrie  et nous avons conservé une conception familière à deux ailes afin que vous puissiez traiter les cas plus facilement.Avantages :• Porte plane supérieur en nickel-titane• Base micro-gravée• Conception ouverte ,217.95,217.95,,,,
https://www.megadental.fr/bracket-lotus-ds-damon-022-5x5-sans-crochet-ortho-technology-897-1279.html,ortho-technology,38661,Bracket Lotus + DS Damon 022 5x5 Sans Crochet (ORTHO TECHNOLOGY),3491-019,,217.95,217.95,,,,
https://www.megadental.fr/bracket-pure-022-r-3x3-hks-3-spk-orthotech-951-3180.html,orthotec,39948,Bracket Pure 022 R 3X3 HKS 3 SPK (ORTHOTECH),5302-173,Brackets saphire.  Idéal pour un traitement  discret  esthétique et efficace de vos patients les plus sensibles à leur sourire.Avantages,137.4,137.4,,,,
https://www.megadental.fr/bride-en-laiton-1-moufle-----mestra-882-6288.html,mestra,23249,BRIDE EN LAITON 1 MOUFLE                    MESTRA,8400-004,,140.95,140.95,,,,
https://www.megadental.fr/brosse-a-dent-de-voyage-x1-dental-excellence-988-3613.html,dental-excellence,30002,Brosse A Dent De Voyage X1  (Dental excellence),5835-100,Brosse à dent compacte et mobile  parfaite pour voyagerAvantages :• Petit format• Facile à transporter Caractéristiques techniques :• Couleur : assortie,0.85,1.1,,,,
https://www.megadental.fr/brosse-a-dents-enfants-06-ans-dental-excellence-988-3611.html,dental-excellence,29563,Brosse A Dents Enfants 0/6 Ans (Dental excellence),5833-100,Brosse à dents pour bébés et enfants jusqu'à l'age de 6 ans  spécialement conçues pour les dents de lait.Avantages :• Design attrayant et coloré • Manche non glissant • Bouchon d'aspirationCaractéristiques Techniques :• Conditionnment de vente : la brosse à dent • Couleurs Assorties : Rose/ Violet  Jaune/ Rouge  Orange/ Bleu  Citron Vert/ Vert,1,1.7,,,,
https://www.megadental.fr/brosse-a-dents-junior-612-ans-dental-excellence-988-3612.html,dental-excellence,29564,BROSSE A DENTS JUNIOR 6/12 ANS (Dental excellence),5834-100,Brosse à dents junior élégante avec arrêt du pouce en caoutchouc pour les enfants de 6 à 12 ansAvantages :• Avec bouchon d'aspiration pour fixer la brosse à l'évier• Tête de brosse compacte en manche plus court (17 cm)Caractéristiques techniques : Conditionnement de vente : la brosse à dent Couleurs Assorties : Rouge/ Blanc  Noir/ Orange  Bleu/ Vert  Violet/ Rose.,1,1.9,,,,
https://www.megadental.fr/brosse-chevre-blanche-80-x-4-rangs-1-la-cocarde-879-7322.html,la-cocarde,23497,BROSSE CHEVRE BLANCHE 80 X 4 RANGS (1)  LA COCARDE,9544-091,,12.31,12.31,,,,
https://www.megadental.fr/brosse-chirurgicale-891-1407.html,omnia,6013,BROSSE CHIRURGICALE,3629-013,Brosse chirurgicale stérile pour lavage des mains.Avantages :• Usage unique (Les brossettes ne sont pas autoclavables)• Pour ongles et mains• Avec aiguille sous-unguéralCaractéristiques Techniques :• Non imprégnée • Dispositif médical de classe I• Utilisation : se référer à la notice,1.45,1.45,,,,
https://www.megadental.fr/brosse-chirurgicale-techno-scrub-891-3110.html,omnia,9958,BROSSE CHIRURGICALE TECHNO-SCRUB,5332-013,Brosse à usage unique stérile  pour le lavage des mains. Avantages :• Avec désinfectant gluconate de chlorhexidine à 4%• Pour ongles et mains• Avec aiguille sous-unguéral• Usage uniqueCaractéristiques Techniques : • Dispositif médical de classe I• Utilisation : se référer à la notice• Quantité : lot de 24,55.9,55.9,,,,
https://www.megadental.fr/brosse-noire-centre-bois-55-x-3-rg-1-la-cocarde-878-7600.html,la-cocarde,22256,BROSSE NOIRE CENTRE BOIS 55 X 3 RG (1)  LA COCARDE,9822-090,,4.15,4.15,,,,
https://www.megadental.fr/brosse-noire-centre-bois-60-x-3-rg-1-la-cocarde-878-7601.html,la-cocarde,23581,BROSSE NOIRE CENTRE BOIS 60 X 3 RG (1)  LA COCARDE,9823-090,,4.15,4.15,,,,
https://www.megadental.fr/brosses-de-nettoyage-poils-inox-18cm-3-6039016-894-2258.html,ace,37989,BROSSES DE NETTOYAGE POILS INOX 18CM (3)   6039016,4470-016,Brosses à poiles inoxLa boite de 3,13.9,13.9,,,,
https://www.megadental.fr/brosses-de-nettoyage-poils-nylon-18cm-3-6039015-894-2257.html,,28033,BROSSES DE NETTOYAGE POILS NYLON 18CM (3)  6039015,4479-016,,25.5,25.5,,,,
https://www.megadental.fr/brossettes-nylon-ca-sachet-de-50-dental-excellence-997-2349.html,dental-excellence,28944,BROSSETTES NYLON CA SACHET DE 50 (Dental excellence),4561-119,Brossettes miniatures en nylon pour le nettoyage et le polissage des dents.Brossettes pour contre-angle.Le sachet de 50 brossettes.,54,54,,,,
https://www.megadental.fr/brossettes-ongles-et-mains-tecnoscrub-24-omnia-951-3003.html,omnia,22881,BROSSETTES ONGLES ET MAINS TECNOSCRUB (24)   OMNIA,5225-173,Brosse à usage unique stérile  pour le lavage des mains. Avantages :• Avec désinfectant iode 7%• Pour ongles et mains• Avec aiguille sous-unguéral• Usage unique (Les brossettes ne sont pas autoclavables)Caractéristiques Techniques : • Dispositif médical de classe I• Utilisation : se référer à la notice• Quantité : lot de 24,75.4,75.4,,,,
https://www.megadental.fr/brossettes-robinson-soft-no11-x12-douces-878-7645.html,buffalo,30564,BROSSETTES ROBINSON SOFT NO11 X12 DOUCES,9867-090,,37.49,37.49,,,,
https://www.megadental.fr/broyeur-a-os-894-1398.html,ace,5717,BROYEUR A OS,3510-016,Simple à utiliser  ce broyeur permet d'obtenir un os broyé de qualité.Insérer un fagment d'os dans le broyeur  utiliser le pilon pour broyer l'os.Il est possible d'utiliser un maillet pour obtenir un os plus réduit.Acier inoxdable  stérilisable.Surface de broyage : 20 mm,335,335,,,,
https://www.megadental.fr/bruleur-apt-iii-brenner-hager-878-5872.html,hager-et-werken,22285,BRULEUR APT III - BRENNER   (HAGER),7094-090,,295.1,295.1,,,,
https://www.megadental.fr/bruleur-hager-blue-flame-es-1500----hager-901-4607.html,hager-et-werken,12524,BRULEUR HAGER BLUE FLAME ES 1500             HAGER,6829-123,,113,113,,,,
https://www.megadental.fr/bruleur-holy-gaz-butane-30gr-371182--prodont-881-3569.html,prodont-holliger,21868,BRULEUR HOLY GAZ BUTANE 30GR 37/1182       PRODONT,5781-003,,175.67,175.67,,,,
https://www.megadental.fr/bruleur-holy-nomade---prodont-891-4667.html,prodont-holliger,12678,BRULEUR HOLY NOMADE         PRODONT,6889-013,,163,163,,,,
https://www.megadental.fr/bruleur-miniflam-gp-av-tete-a-manuelle-prodont-880-5752.html,prodont-holliger,18512,BRULEUR MINIFLAM GP AV.TETE A MANUELLE (PRODONT),7974-002,Le gaz est spécialement étudié et purifié pour garantir une durée de vie optimale des brûleurs. Recharge pour Protorch 3  Styloflam  Maticflam. ,67,67,,,,
https://www.megadental.fr/bruleur-thermo-couple-gaz-nat-373192tc-prodont-890-2095.html,prodont-holliger,24164,BRULEUR THERMO COUPLE GAZ NAT.  37/3192TC  PRODONT,4217-012,Fixe ou orientableDiffuseur spécial donnant un dard très chaudEmbout fileté  raccord à visFlamme ou veilleuse à commande instantanéeDeux position de travailleVeilleuse aéréBague de réglage d'admission d'airToutes les pièce sont démontables pour faciliter l'entretienSécurité coupant automatiquement l'arrivé du gaz dans les 40 seconds environs  si la veilleuse ou le brûleur s'éteignent accidentellement.,282.45,282.45,,,,
https://www.megadental.fr/brunissoir-double-bliss-prodont-897-4186.html,prodont-holliger,32963,Brunissoir double Bliss (PRODONT),6308-019,,45.6,45.6,,,,
https://www.megadental.fr/brunissoir-double-hollenback-12-vert-magic-color-891-0571.html,,39985,Brunissoir Double Hollenback 1/2 Vert (MAGIC COLOR),2793-013,,30,30,,,,
https://www.megadental.fr/buse-joint-pour-aeropolisseur-ba-720-950-7482.html,ba-international,16411,BUSE & JOINT POUR AEROPOLISSEUR BA 720,9604-172, ,197.95,197.95,,,,
https://www.megadental.fr/buse-de-polisseur-turbodent--03340003-mectron-881-9353.html,mectron-,20892,BUSE DE POLISSEUR TURBODENT       03340003 MECTRON,1575-003,,148.89,148.89,,,,
https://www.megadental.fr/buse-flowmetre--mg-608-----xo-860-6171.html,xo,32305,BUSE FLOWMETRE        MG-608                    XO,8393-082,,25.49,25.49,,,,
https://www.megadental.fr/buse-it-ronde-rouge-1-20mm-9-0003-3214--renfert-886-1050.html,renfert,24296,BUSE IT RONDE ROUGE 1.20MM 9-0003-3214     RENFERT,3272-008,Buses de sablage pour appareils Basic•1 pièce,115.15,115.15,,,,
https://www.megadental.fr/buse-orientable-pr-prophyflex-2012-5730181-kavo-884-9859.html,kavo-,20741,BUSE ORIENTABLE PR PROPHYFLEX 2012 5730181    KAVO,1071-006,,208.85,208.85,,,,
https://www.megadental.fr/buse-pour-aeropolisseur-db828-coxo-959-0058.html,megamaster-by-coxo,28334,BUSE POUR AEROPOLISSEUR DB828   (COXO),2270-171,,99,99,,,,
https://www.megadental.fr/buse-reglage-blanche-prophyflex-3-05730002-kavo-885-3999.html,kavo-,20765,BUSE REGLAGE BLANCHE PROPHYFLEX 3    05730002 KAVO,5111-007,,38.5,38.5,,,,
https://www.megadental.fr/buse-titan-135-deg-diam-0-7mm-pr-prophymax-satelec-888-4699.html,acteon-satelec-,25821,BUSE TITAN 135 DEG DIAM 0.7MM PR PROPHYMAX SATELEC,6811-000,,168.91,168.91,,,,
https://www.megadental.fr/buses-rechange-pr-optispray-x25-6203819-sirona-951-8484.html,dentsply-sirona,21140,BUSES RECHANGE PR OPTISPRAY X25   6203819   SIRONA,0606-173,,36.99,36.99,,,,
https://www.megadental.fr/cable-clip-labial-pour-moteur-vdw-gold---vdw-896-0103.html,dentsply-sirona,3327,CABLE CLIP LABIAL POUR MOTEUR VDW.GOLD         VDW,2325-018,,66.2,66.2,,,,
https://www.megadental.fr/cable-clips-instrumentaux-moteur-vdw-gold--vdw-896-0105.html,dentsply-sirona,27858,CABLE CLIPS INSTRUMENTAUX MOTEUR VDW.GOLD      VDW,2327-018,,71.55,71.55,,,,
https://www.megadental.fr/cache-filtre-crachoir-ref-350105---belmont-860-6131.html,belmont,32290,CACHE FILTRE CRACHOIR   REF 350105         BELMONT,8353-082,,18.9,18.9,,,,
https://www.megadental.fr/cadre-a-digue-enfant---rdcf5--hu-friedy-886-6547.html,hu-friedy,15325,CADRE A DIGUE ENFANT         RDCF5       HU-FRIEDY,8769-008,Cadre À  digue de 15 cm.Maintient le champ de vision dégagé.Prévient la gêne occasionnée par l'écartement des joues.Peut-être utilisé comme point d'ancrage.Dispositif médical de classe I.Utilisation : se référer À  la notice.,35.95,35.95,,,,
https://www.megadental.fr/calcium-hydroxide-baseliner-13g11g-dental-excellence-979-0505.html,dental-excellence,4348,CALCIUM-HYDROXIDE BASELINER 13G/11G (Dental excellence),2727-191,Fond de cavité à base d’hydroxyde de calcium.Idéal pour les coiffages directs et indirects de la pulpe dentinaire (protection définitive).1 tube de 13 g de base   1 tube de 11 g de catalyseur- Sèche rapidement- Garantie sans conditionDispositif médical de classe IIA.Utilisation : se référer à la notice.,14.9,16,,,,
https://www.megadental.fr/calot-chirurgien-lanieres-250-cardivais-956-3303.html,cardiva,40288,Calot Chirurgien Lanières (250) (CARDIVAIS),5525-178,Calots stériles avec lanières pour une fixation correcteCaractéristiques techniques:• Conditionnement de vente: 250 ,25,25,,,,
https://www.megadental.fr/camera-sopro-717-mini-dock-usb2-0-sopro-840-5236.html,sopro,40518,Camera Sopro 717 + MINI DOCK USB2.0  (SOPRO),7458-062,Camera Sopro 717 + Mini Dock USB2.0  (SOPRO)Avantages: • Permets de visualiser les zones difficilement visibles• Qualité d'image• Grossissement jusqu'à 115 fois plus grand Caractéristiques techniques: • Conditionnement de vente: 1 caméra Sopro 717 et un mini dock USB2.0• Caméra compatible avec l'ensemble des écrans et des ordinateurs,2840,4026,,,,
https://www.megadental.fr/camera-sopro-care-mini-dock-usb2-0---sopro-840-1992.html,sopro,30727,CAMERA SOPRO-CARE + MINI DOCK USB2.0         SOPRO,3114-062,,3755.45,4775.4,,,,
https://www.megadental.fr/camra-sopro-care-mini-dock-u_usb2-0--sopro-840-3220.html,sopro,30729,CAMRA SOPRO CARE + MINI DOCK U_USB2.0        SOPRO,5442-062,,3755.45,5111.89,,,,
https://www.megadental.fr/canule-omniasurg-a5-10-952-0691.html,a5,23116,CANULE OMNIASURG A5 (10),2813-174,DM Classe IIA.Organisme notifié: 0123Fabricant: Mediline. ,46.35,46.35,,,,
https://www.megadental.fr/canules-pelotte-plus-vertes-10-hager-878-2346.html,hager-et-werken,40471,Canules Pelotte Plus Vertes (10) (HAGER),4568-090,"Canules d´aspiration en plastique
Avantages:•	Confortables pour le patient  avec protecteur rond
•	Idéale aussi pour le traitement des dents d´enfants
Caractéristiques techniques: •	ø 11 mm  longueur 10 5 cm
•	Autoclavables• Conditionnement de vente:     -Boîte de 10 canules     -1 adaptateur noir (de 11 à 16 mm)",26.25,26.25,,,,
https://www.megadental.fr/cape-dentaire-891-3841.html,varay-laborix,8874,CAPE DENTAIRE,5063-013,  Cape dentaire  utilisable également lors de clichés panoramiques ou à distance.L 60  cm x l 60.0 50 mm.,335,335,,,,
https://www.megadental.fr/capsule-mixer-cm-ii-gc-----004166-gc-891-9034.html,gc,23586,CAPSULE MIXER CM II GC                   004166 GC,1256-013,Vibreur à vitesse rapide et interface tactile.Caractéristiques: - Choix entre interface tactile avec temps prédéfinis ou le mode manuel;- Se nettoie facile  il dispose d'une conception durable et résistante.Le Capsule Mixer CM-II fonctionne normalement avec toutes sortes de matériaux dentaires en capsules.- Bras flexible pour une insertion et un retrait facile des capsules;,757.93,757.93,,,,
https://www.megadental.fr/capteur-pression-keller-dac-univ-absolue-sirona-888-5381.html,dentsply-sirona,28481,CAPTEUR PRESSION KELLER DAC UNIV (ABSOLUE)  SIRONA,7503-000,,450.49,450.49,,,,
https://www.megadental.fr/capteur-temperature-dac-universal-anc-mod-sirona-888-5380.html,dentsply-sirona,28480,CAPTEUR TEMPERATURE DAC & UNIVERSAL ANC MOD SIRONA,7502-000,,127.49,127.49,,,,
https://www.megadental.fr/capuchon-de-protection-pour-no-flame-10-amann-886-3678.html,amann,40524,Capuchon De Protection Pour No Flame (10) (AMANN),5890-008,Capuchon De Protection Pour No Flame (10) (AMANN)Avantages: • Permets de récupérer les gouttes de cire • Permets de ne pas salir l'appareilCaractéristiques techniques:• Conditionnement de vente: 10 pièces,17.45,17.45,,,,
https://www.megadental.fr/cara-resine-dima-print-prtho-1kg-66069096-kulzer-897-2606.html,kulzer,32063,CARA RESINE DIMA PRINT PRTHO 1KG 66069096   KULZER,4828-019,,286.95,286.95,,,,
https://www.megadental.fr/carboundum-blade-15m-----for-c3-11kit-959-0060.html,megamaster-by-coxo,29292,CARBOUNDUM BLADE 15µM                 FOR C3-11KIT,2282-171,Pièce à main à mouvement rectiligne et lame en carborundum :1. Appliquer au traitement invisible: réparation rapide de l'émail dentaire La lame 2. Carborundum est stable et durableLe cadre de la lame3. The et la lame adopte la conception de type de verrouillage  son plus solide  a une bonne compatibilité avec toutes sortes de handpiece4. Lorsque le cadre du couteau est placé dans la pièce à main  peut être complètement fixé  pas de secousse.5. Il y a des trous dans la lame  qui peuvent décharger efficacement l'eau et la poudre produites dans la glaçure.Caractéristiques techniques :• Conditionnement de vente : La lame• Code article fournisseur : C3-11KIT,9.9,9.9,,,,
https://www.megadental.fr/caries-marker-indicateur-de-caries-2x3ml-1005-voco-881-8654.html,voco,20233,CARIES MARKER INDICATEUR DE CARIES 2X3ML 1005 VOCO,0876-003,Horodatages Coloration de dentine cariada pour simplifier la préparation des cavités et démonstrationsAvantages Distinction précise entre la dentine cariada saine et appuie les techniques de restauration peu envahissantes Admissible pour fins de formation et de démonstration dents extraites,96.41,96.41,,,,
https://www.megadental.fr/cartes-de-rendez-vous-10-blocs-de-50-951-1897.html,,33702,Cartes De Rendez-Vous (10 BLOCS DE 50),3019-173,Lot de 10 blocs de 50 cartes de rendez-vous  soit 500 cartes.,19,19,,,,
https://www.megadental.fr/carton-40-poches-uu-1-5l-ref-0770083--medela-888-7860.html,,27507,CARTON 40 POCHES UU 1.5L REF 0770083        MEDELA,9082-000,,279.25,279.25,,,,
https://www.megadental.fr/cartouche-blanche-rech-demineralisateur-ak-23-hmce-886-7374.html,hmce,19266,CARTOUCHE BLANCHE RECH DEMINERALISATEUR AK 23 HMCE,9596-008,,192.9,192.9,,,,
https://www.megadental.fr/cartouche-charbon-osmoseur-ref-37460---melag-888-6104.html,melag,27563,CARTOUCHE CHARBON OSMOSEUR REF 37460         MELAG,8326-000,,121.01,121.01,,,,
https://www.megadental.fr/cartouche-filtrante-ap2-c051-rws-70020321496-3m-929-2429.html,3m,30939,CARTOUCHE FILTRANTE AP2-C051-RWS    70020321496 3M,4641-141,Cartouche de filtration pour la protection des fauteuils dentaires.Changement simple et rapide de la cartouche sans outils nécessaires.• Réduction du chlore : absence d'odeur au crachoir et diminution des bris d'instruments dus à leur échauffement.• Réduction du calcaire : diminution du nombre d'interventions pour remplacer vannes et capillaires bouchés.,186.95,186.95,,,,
https://www.megadental.fr/cartouche-resine-demineralisateur2x10le315-miele-840-2289.html,miele,29636,CARTOUCHE RESINE DEMINERALISATEUR(2X10L)E315 MIELE,4401-062,,366,366,,,,
https://www.megadental.fr/cartouche-resine-meladem-47-37470-melag-950-7824.html,melag,22929,CARTOUCHE RESINE MELADEM 47    37470    MELAG,9046-172,,76.58,76.58,,,,
https://www.megadental.fr/casaque-chirurgie-sterile-t-m-40-medistock-891-8921.html,medistock,37984,Casaque Chirurgie Stérile T.M (40) (MEDISTOCK),0143-013,Casaques chirurgicales stériles à usage unique en SMS 45 g.Avantages:• Hydrophobe  avec deux essuie-mains à l'intérieur • Conformes à la norme EN13795.• La technologie d'assemblage par ultrasons évite les coutures de la machine et offre une excellente protection pour le dentiste  augmentant la résistance aux germes et aux fluides• Le double emballage  avec 2 étiquettes de traçabilité  permet de mieux gérer et tracer les dossiers des patients.,222.5,246,,,,
https://www.megadental.fr/cassette-28x18cm-16-instruments-verte-nichrominox-951-9233.html,nichrominox,40507,Cassette 28x18cm 16 Instruments Verte (NICHROMINOX),1455-173,Caractéristiques techniques:• Dimensions : 28 x 18 x 3 4 cm • Couvercle amovible - système twist lock (2 boutons rotatifs) • Pour 16 instruments,222.3,222.3,,,,
https://www.megadental.fr/cassette-acier-18x14cm-10-instruments-ba-international-500-0006.html,ba-international,2895,Cassette Acier 18X14CM 10 Instruments (BA INTERNATIONAL),2228-722,Cassette Acier 18X14CM 10 Instruments (BA INTERNATIONAL)Cassette pour 10 instruments en acier inoxydable avec barette porte-instruments en silicone.Dimensions : 18 x 14 cm. ,74.95,74.95,,,,
https://www.megadental.fr/cassette-amalgame-hydrocylone-new-h-8cm-cattani-888-8396.html,cattani,25604,CASSETTE AMALGAME HYDROCYLONE NEW H.8CM    CATTANI,0518-000,,73.49,73.49,,,,
https://www.megadental.fr/cassette-de-recuperation-amalgame-888-0426.html,d-rr-dental,4253,CASSETTE DE RECUPERATION AMALGAME,2648-000,,117,117,,,,
https://www.megadental.fr/cassette-de-recuperation-amalgame-884-0789.html,d-rr-dental,4723,CASSETTE DE RECUPERATION AMALGAME,2901-006,,111,111,,,,
https://www.megadental.fr/cassette-de-recuperation-amalgame-888-5250.html,d-rr-dental,13572,CASSETTE DE RECUPERATION AMALGAME,7472-000,,168.99,168.99,,,,
https://www.megadental.fr/cassette-de-recuperation-amalgame-880-5526.html,d-rr-dental,13975,CASSETTE DE RECUPERATION AMALGAME,7748-002,,142,142,,,,
https://www.megadental.fr/cassette-de-recuperation-damalgame-mst1-884-3658.html,metasys,10937,CASSETTE DE RECUPERATION D'AMALGAME MST1,5870-006,,58.5,58.5,,,,
https://www.megadental.fr/cassette-inox-7-instruments-18x9-vert-nichrominox-892-1472.html,nichrominox,40502,Cassette Inox 7 Instruments 18x9 Vert (NICHROMINOX),3694-014,,73.9,73.9,,,,
https://www.megadental.fr/cassette-pompe-detartreur-p5-xs-pmax-xs-satelec-888-6074.html,acteon-satelec-,27569,CASSETTE POMPE DETARTREUR P5 XS / PMAX XS  SATELEC,8296-000,,14.41,14.41,,,,
https://www.megadental.fr/cassette-recup-turbosmart-iso18-pal38-cattani-888-7813.html,cattani,25611,CASSETTE RECUP TURBOSMART ISO18 / PAL38    CATTANI,9035-000,,72.41,72.41,,,,
https://www.megadental.fr/cassette-recuperateur-pour-ca-2----durr-890-5882.html,d-rr-dental,23819,CASSETTE RECUPERATEUR POUR CA 2               DURR,7004-012,,144.72,144.72,,,,
https://www.megadental.fr/centre-de-traitement-ba-ultimate-ba-international-944-0029.html,ba-international,29189,Centre de traitement BA Ultimate (BA International),2241-166,"BA Ultimate Treatment center: pièce à main de rechange complète et kit d'accessoires pour détartreurs piézoélectriques intégrés de type Sirona® sans fibre lumière.Le kit comprend:• Une pièce à main
de type Sirona sans lumière (entièrement autoclavable)• Deux pointes de
mise à l'échelle (BAC161  BAC164 pour l'élimination du tartre supra-gingival)• Une pointe perio
(BAC173 pour une utilisation perio sous-gingivale)• Une tête endo
(BAC151 pour le nettoyage du canal radiculaire antérieur)• Changeur de
pointe• Clé Endo",546.95,546.95,,,,
https://www.megadental.fr/ceragloss-polissoir-bleu-roue-pm-3001-1-edenta-963-2674.html,edenta,25200,CERAGLOSS POLISSOIR BLEU ROUE PM 3001 (1)   EDENTA,4896-185,,48.2,48.2,,,,
https://www.megadental.fr/ceragloss-polissoir-vert-lentille-pm-342-1edenta-963-2678.html,edenta,26805,CERAGLOSS POLISSOIR VERT LENTILLE PM 342 (1)EDENTA,4890-185,,31.7,31.7,,,,
https://www.megadental.fr/ceramic-repair-ivoclar-vivadent-891-5671.html,ivoclar-vivadent,14308,CERAMIC REPAIR (IVOCLAR VIVADENT),7893-013,Kit de réparation en bouche d’éléments en céramique ou composite.Avantages : protocole opératoire simple  système complet de réparation  produits réutilisables pour d’autre indications.Fiabilité clinique : valeurs d’adhésion élevée et stable à long terme.Le coffret intro contient :3 seringues Tetric EvoCeram de 3 g  (A2  A3  A3 5 Dentine) + 1 seringue Total Etch de 2 g et canules + 1 flacon Monobond Plus de 5 g + 1 seringue Monopaque de 3 g en teinte jaune (A3) + 1 flacon Heliobond de 6 g + 2 portes-pinceaux + 50 pinceaux + 1 teintier.,335,335,,,,
https://www.megadental.fr/champs-troues-adhesif-75x90cm-4x35-hartmann-951-8999.html,hartmann,39887,Champs Troues Adhésif 75x90cm (4X35) (HARTMANN),0111-173,Les champs Hartmann Foliodrape Protect 75x90cm avec fenêtre  10cm  auto-adhésifs sont constitués de champs chirurgicaux souples  à deux ou trois couches avec des propriétés essentielles : protection barrière  résistance aux flammes et résistance aux peluches et à l'abrasion.,780.9,780.9,,,,
https://www.megadental.fr/changeur-fraises-04113461------kavo-897-2504.html,kavo-,31844,CHANGEUR FRAISES 04113461                     KAVO,4726-019,,44.4,44.4,,,,
https://www.megadental.fr/charbon-complet-pour-moteur-sl-60-02-237-sirona-920-1372.html,dentsply-sirona,27867,CHARBON COMPLET POUR MOTEUR SL    60-02-237 SIRONA,3594-142,,146.49,146.49,,,,
https://www.megadental.fr/charbon-de-moteur-k10-lunite-kavo-879-1642.html,kavo-,30545,CHARBON DE MOTEUR K10 L'UNITE    KAVO,3864-091,,15.95,15.95,,,,
https://www.megadental.fr/charbon-pour-moteur-k9intra-879-1485.html,kavo-,5951,CHARBON POUR MOTEUR K9/INTRA,3607-091,Charbon pour moteur K9/Intra - K 186/188Vendu à l'unité,19.2,19.2,,,,
https://www.megadental.fr/charbons-actifs-le-jeu-2065-0000---renfert-878-4380.html,renfert,30254,CHARBONS ACTIFS LE JEU 2065-0000           RENFERT,6502-090,Pour faire régulièrement le nettoyage du four à céramique par l'absorption des retombées d'oxydation pendant le processus de cuisson.Contient: 10 pièces   incl. 2 élément de fixation,92.45,92.45,,,,
https://www.megadental.fr/charbons-pour-m40xs-2-pieces--e1069034-nsk-952-5009.html,nsk,29985,CHARBONS POUR M40XS (2 PIECES)        E1069034 NSK,7221-174,,41.1,41.1,,,,
https://www.megadental.fr/charbons-pour-micro-moteur-879-1713.html,kavo-,6351,CHARBONS POUR MICRO MOTEUR,3935-091,Les 2 charbons pour micro-moteur pour 190 - 192 - 196 - 200* les charbons ne sont ni repris ni échangés.,43.5,43.5,,,,
https://www.megadental.fr/charbons-pour-micro-moteur-mc2-879-0127.html,bien-air-,3414,CHARBONS POUR MICRO MOTEUR MC2,2349-091,La paire Charbon pour micro moteur MC2. Attention  les rotors et les charbons ne sont ni repris ni échangés.,60.49,60.49,,,,
https://www.megadental.fr/charbons-pour-micro-moteur-mc3-883-8001.html,bien-air-,243,CHARBONS POUR MICRO MOTEUR MC3,0223-005,La paire Charbon micro moteur MC3. Attention  les rotors et les charbons ne sont ni repris ni échangés.,58.99,58.99,,,,
https://www.megadental.fr/chargeur-endo-master-pour-endyc10-ref-ch0012-ems-927-8430.html,ems,30604,CHARGEUR ENDO MASTER POUR ENDYC10   REF CH0012 EMS,0652-149,,64.49,64.49,,,,
https://www.megadental.fr/chariot-medical-c3rv-883-7559.html,zilfor-,19616,CHARIOT MEDICAL C3RV,9771-005, La chariot 2 prises 3 plateaux en verre.,672.59,672.59,,,,
https://www.megadental.fr/chiffon-de-nettoyage-4x70-feuilles-tork-897-5429.html,tork,40079,Chiffon De Nettoyage 4X70 Feuilles (TORK),7641-019,Chiffon de nettoyage ultra-résistantAvantages : • Épais et absorbant• Résistant avec la plupart des solvants • Protège les mains pour un nettoyage sûr et fiable Caractéristiques techniques : • Conditionnement de vente : 4 paquets de 70 feuilles ,99.95,99.95,,,,
https://www.megadental.fr/ciment-dobturation-mta-9g3-embouts-supreme-endo-095-2772.html,supreme-endo,30122,CIMENT D'OBTURATION MTA 9G/3 EMBOUTS  SUPREME ENDO,4994-217,Ciment d'obturation canalaire bio-céramique à base de MTA.Il est bio-compatible et offre une étanchéité parfaite du canal.Système automix pâte-pâte facile à manipuler.MTA (Mineral Trioxide Aggregate) : premier matériau pour la réparation des pertes dentinaires.Avantages : • Bio-compatible : récupération des tissus sans provoquer de réactions inflammatoires.• Hautement radio-opaque : offre une grande visualisation radiographique.• Excellente fluidité : permet une infiltration dans tous les tubuli du canal radiculaire.• libération de calcium : aide à la récupération.Caractéristiques techniques : • Conditionnement de vente : La seringue de 9 g + 3 embouts• Code article fournisseur : 0952772,99,210,,,,
https://www.megadental.fr/cinq-jeux-de-trois-paniers-bitewing-horizontal-rvg-883-7304.html,carestream-dental,19264,CINQ JEUX DE TROIS PANIERS BITEWING HORIZONTAL RVG,9526-005,,117.32,117.32,,,,
https://www.megadental.fr/cinq-jeux-de-trois-paniers-posterieur-horizont-rvg-883-7302.html,carestream-dental,19263,CINQ JEUX DE TROIS PANIERS POSTERIEUR HORIZONT.RVG,9524-005,,117.32,117.32,,,,
https://www.megadental.fr/cire-a-modeler-extra-dure-rose-450g-hygenic-951-3856.html,hygenic,39359,Cire A Modeler Extra Dure Rose 450g  (HYGENIC),5078-173,"Avantages:• Cire durable et polyvalente est un mélange de cires exclusives préparé avec soin.
• Rigide  malléable et suffisamment collante pour bien adhérer aux dents. • Supporte le
polissage et la cuisson",32.95,32.95,,,,
