name,habitat,historical_period,size_weight,characterstics,image_url
"Taohelong (Chinese for ""Tao River dragon""); pronounced tao-heh-LONG",Woodlands of Asia,Early Cretaceous (120-110 million years ago),Unknown,Plants,https://www.thoughtco.com/thmb/P49Nt09i1ax6t0OxEpQY8N2bGcQ=/2523x1189/filters:no_upscale():max_bytes(150000):strip_icc()/taohelongGE-58b9c4235f9b58af5ca4353f.jpg
"Tatankacephalus (Greek for ""buffalo head""); pronounced tah-TANK-ah-SEFF-ah-luss",Woodlands of North America,Middle Cretaceous (110 million years ago),"About 10 feet long and 1,000 pounds",Plants,https://www.thoughtco.com/thmb/wWaYBuFI_xbhQ9q127_fzZxSa9c=/475x290/filters:no_upscale():max_bytes(150000):strip_icc()/tatankacephalus-58b9c41b3df78c353c34ac99.jpg
"Tianchisaurus (Chinese/Greek for ""heavenly pool lizard""); pronounced tee-AHN-chee-SORE-us",Woodlands of Asia,Middle Jurassic (170-165 million years ago),About 10 feet long and half a ton,Plants,https://www.thoughtco.com/thmb/iYPPOPfIoYjW-REi86NTzEt9FDk=/1831x1594/filters:no_upscale():max_bytes(150000):strip_icc()/tianchisaurusFD-58b9c4155f9b58af5ca42512.jpg
"Tianzhenosaurus (""Tianzhen lizard""); pronounced tee-AHN-zhen-oh-SORE-us",Woodlands of Asia,Late Cretaceous (80-70 million years ago),About 13 feet long and one ton,Plants,https://www.thoughtco.com/thmb/qahAswnJRm5tv0Wez2G-TCq1WMo=/800x572/filters:no_upscale():max_bytes(150000):strip_icc()/tianzhenosaurusWC-58b9c4103df78c353c349f2a.jpg
"Zhongyuansaurus (""Zhongyuan lizard""); pronounced ZHONG-you-ann-SORE-us",Woodlands of Asia,Early Cretaceous (130-125 million years ago),Unknown,Plants,https://www.thoughtco.com/thmb/2d4WwKZbukWuyOMV0Ffmc7qWTBs=/1803x1200/filters:no_upscale():max_bytes(150000):strip_icc()/zhongyuansaurusHK-58b9c40b3df78c353c349601.jpg
,,Woodlands of southern Africa,,,https://www.thoughtco.com/thmb/e-0qQOFPbZyUA-l1LUUoUfvIqVo=/600x397/filters:no_upscale():max_bytes(150000):strip_icc()/aardonyxNT-58b9c5463df78c353c35ff0c.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/RL2noOspKXWM9RM2D9u8jHqcwGk=/800x431/filters:no_upscale():max_bytes(150000):strip_icc()/adeopapposaurusNT-58b9c5435f9b58af5ca57e2d.jpg
,,Woodlands of Africa,,,https://www.thoughtco.com/thmb/uBzHvZ9GC_mrPpDnOCrA-3D5n3Q=/1024x445/filters:no_upscale():max_bytes(150000):strip_icc()/antetonitrusEC-58b9c53d5f9b58af5ca57bd7.jpg
,,Woodlands of southern Africa,,,https://www.thoughtco.com/thmb/4Nnu1rgzcvCjtAaEXF8j0MMl41E=/500x291/filters:no_upscale():max_bytes(150000):strip_icc()/arcusaurusNT-58b9c53b3df78c353c35f885.jpg
,,Woodlands of western Europe,,,https://www.thoughtco.com/thmb/JoIqudIJzf0vHtXY_FN4vPnHcSg=/900x414/filters:no_upscale():max_bytes(150000):strip_icc()/asylosaurusEC-58b9c5385f9b58af5ca575ee.jpg
,,Woodlands of western Europe,,,https://www.thoughtco.com/thmb/_KgzetQIARs7gsSLX60PuKZRqMI=/640x480/filters:no_upscale():max_bytes(150000):strip_icc()/camelotiaNT-58b9b1d93df78c353c2b9410.jpg
,,Woodlands of central Europe,,,https://www.thoughtco.com/thmb/dWWniZa82kWu00OZXw27VGI3WRU=/800x385/filters:no_upscale():max_bytes(150000):strip_icc()/efraasiaNT-58b9c5323df78c353c35ecf1.jpg
,,Woodlands of Africa,,,https://www.thoughtco.com/thmb/s3fzGbeaFaXyqYYjpaxI6DRHTOw=/445x383/filters:no_upscale():max_bytes(150000):strip_icc()/euskelosaurusGE-58b9c52e5f9b58af5ca56b30.jpg
,,Plains of Antarctica,,,https://www.thoughtco.com/thmb/8q--l7ms9LsJUpCDQLgjzw3JMTk=/575x392/filters:no_upscale():max_bytes(150000):strip_icc()/glacialisaurusWS-58b9c5293df78c353c35e562.jpg
,,Plains of southern Africa,,,https://www.thoughtco.com/thmb/qAf7p8SXcUVJqzqbtSyg97cvX3M=/2799x2591/filters:no_upscale():max_bytes(150000):strip_icc()/gryponyxGE-58b9c5253df78c353c35e08e.jpg
,,Woodlands of Africa,,,https://www.thoughtco.com/thmb/ekJmHZtNl-ddknkUnsa-ovxxiqk=/3177x1019/filters:no_upscale():max_bytes(150000):strip_icc()/ignavusaurusWC-58b9c51f5f9b58af5ca55934.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/gVWceH4VKp6lsZOUeat9-BN_2CQ=/2004x1461/filters:no_upscale():max_bytes(150000):strip_icc()/jingshanosaurusFL-58b9c4d83df78c353c358458.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/5zHlZcXKbEtN6kfnDaKbfzmAjwI=/640x442/filters:no_upscale():max_bytes(150000):strip_icc()/leonerasaurusWC-58b9c5155f9b58af5ca54b5f.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/Dv1ldKEy_rhrUM0KkfEcbcOJg2E=/742x600/filters:no_upscale():max_bytes(150000):strip_icc()/lessemsaurusWC-58b9c5113df78c353c35c752.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/RJKOzQZe5-UYcAC8DLoal_dUhFY=/550x155/filters:no_upscale():max_bytes(150000):strip_icc()/leyesaurus-58b9c50e5f9b58af5ca5441c.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/gD1x7gkVqlYYRh7aE82Sg-dWUks=/800x576/filters:no_upscale():max_bytes(150000):strip_icc()/lufengosaurus-58b9c5093df78c353c35becc.jpg
,,Woodlands of South Africa,,,https://www.thoughtco.com/thmb/PGZ3RzK1w8PNWt9aodzYEnPkaLM=/800x400/filters:no_upscale():max_bytes(150000):strip_icc()/melanorosaurus-58b9b1615f9b58af5c9a94c6.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/1UalbEvJC8blBBmgRe71r9IzHMM=/480x356/filters:no_upscale():max_bytes(150000):strip_icc()/mussaurusGE-58b9c5005f9b58af5ca532cb.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/-KhYkLv4uRpGAPUW-h-qaDALixc=/600x319/filters:no_upscale():max_bytes(150000):strip_icc()/panphagiaNT-58b9a5085f9b58af5c834f90.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/lDC2cQI2yndHnmL3L5_LGspr1pk=/800x551/filters:no_upscale():max_bytes(150000):strip_icc()/riojasaurusWC-58b9a8545f9b58af5c8910bf.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/uiJ_2msX6U3l2uqc1T5aOys3_gI=/470x300/filters:no_upscale():max_bytes(150000):strip_icc()/saturnaliaUM-58b9c4f05f9b58af5ca520eb.gif
,,Plains of North America,,,https://www.thoughtco.com/thmb/tmbkPS_EPXykXeC1sc2NFBotl4M=/600x291/filters:no_upscale():max_bytes(150000):strip_icc()/seitaadNT-58b9b3365f9b58af5c9b4913.jpg
,,Woodlands of western Europe,,,https://www.thoughtco.com/thmb/sToEFMT9vu5TU-gmK4UKJyIxFIs=/1024x609/filters:no_upscale():max_bytes(150000):strip_icc()/sellosaurusWC-58b9c4e93df78c353c35997a.jpg
,,Woodlands of South America,,,https://www.thoughtco.com/thmb/3i7DaMab3fYij_gRhSsSlpqmzME=/800x407/filters:no_upscale():max_bytes(150000):strip_icc()/unaysaurusJB-58b9b1c43df78c353c2b939f.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/3dZbIC9iePrgjjDP0qW65UrPnXk=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/yimenosaurusWC-58b9c4e05f9b58af5ca50da3.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/Kycgw_fyxER_wiScGXREngvGaoE=/414x412/filters:no_upscale():max_bytes(150000):strip_icc()/yunnanosaurusGE-58b9c4dc3df78c353c358858.jpg
"Abrictosaurus (Greek for ""waking lizard""); pronounced AH-brick-toe-SORE-us",Woodlands of southern Africa,Early Jurassic (200 million years ago),About four feet long and 100 pounds,Plants,https://www.thoughtco.com/thmb/gFNP2_oO-CBThDWy_Z-sXCWgmC0=/800x521/filters:no_upscale():max_bytes(150000):strip_icc()/abrictosaurusWC-58b9a5365f9b58af5c8390ce.png
"Agilisaurus (Greek for ""agile lizard""); pronounced AH-jih-lih-SORE-us",Woodlands of eastern Asia,Middle Jurassic (170-160 million years ago),About four feet long and 75-100 pounds,Plants,https://www.thoughtco.com/thmb/V_FQ2mOAhh-hHr5idpvtQ9ByOQ8=/800x550/filters:no_upscale():max_bytes(150000):strip_icc()/agilisaurusJB-58b9a5315f9b58af5c8388d3.jpg
"Albertadromeus (Greek for ""Alberta runner""); pronounced al-BERT-ah-DRO-may-us",Plains of North America,Late Cretaceous (80-75 million years ago),About five feet long and 25-30 pounds,Plants,https://www.thoughtco.com/thmb/A7AgpOQlOp91NFKxOREpSE--_6M=/759x506/filters:no_upscale():max_bytes(150000):strip_icc()/albertadromeusJC-58b9a5295f9b58af5c837dbe.jpg
"Altirhinus (Greek for ""high nose""); pronounced AL-tih-RYE-nuss",Woodlands of Central Asia,Middle Cretaceous (125-100 million years ago),About 26 feet long and 2-3 tons,Plants,https://www.thoughtco.com/thmb/LIh-lhUkrLeJuBt9HScQnPxA51A=/800x494/filters:no_upscale():max_bytes(150000):strip_icc()/altirhinusOU-58b9a5223df78c353c147023.JPG
Anabisetia (after the archaeologist Ana Biset); pronounced AH-an-biss-ET-ee-ah,Woodlands of South America,Late Cretaceous (95 million years ago),About 6-7 feet long and 40-50 pounds,Plants,https://www.thoughtco.com/thmb/NQBi3ptbT9xyi5NnYTJcauoPPQg=/1024x518/filters:no_upscale():max_bytes(150000):strip_icc()/anabisetiaEC-58b9a51c5f9b58af5c836cf3.jpg
"Atlascopcosaurus (Greek for ""Atlas Copco lizard""); pronounced AT-lass-COP-coe-SORE-us",Woodlands of Australia,Early-Middle Cretaceous (120-100 million years ago),About 10 feet long and 300 pounds,Plants,https://www.thoughtco.com/thmb/VIfGzri0JXQBm6w9FZaEd3C7SdU=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/atlascopcosaurusJP-58b9a5165f9b58af5c8363b3.JPG
"Camptosaurus (Greek for ""bent lizard""); pronounced CAMP-toe-SORE-us",Woodlands of North America,Late Jurassic (155-145 million years ago),About 20 feet long and 1-2 tons,Plants,https://www.thoughtco.com/thmb/TfGZf3NYUDvXshqiFRuMXP-FGEI=/900x600/filters:no_upscale():max_bytes(150000):strip_icc()/JLcamptosaurus-58b9a50f3df78c353c145323.png
"Cumnoria (after Cumnor Hirst, a hill in England); pronounced kum-NOOR-ee-ah",Woodlands of western Europe,Late Jurassic (155 million years ago),About 20 feet long and one ton,Plants,https://www.thoughtco.com/thmb/9FTap0gQqvxUOd5TWVHNhpXhL1Q=/800x587/filters:no_upscale():max_bytes(150000):strip_icc()/cumnoriaWC-58b9a5075f9b58af5c834d08.jpg
"Darwinsaurus (Greek for ""Darwin's lizard""); pronounced DAR-win-SORE-us",Woodlands of western Europe,Early Cretaceous (140 million years ago),About 20 feet long and 2-3 tons,Plants,https://www.thoughtco.com/thmb/0QaqI3O2OG0HgdmKkKmitC5baTU=/600x450/filters:no_upscale():max_bytes(150000):strip_icc()/darwinsaurusNT-58b9a5013df78c353c143e6e.jpg
"Delapparentia (""de Lapparent's lizard""); pronounced DAY-lap-ah-REN-tee-ah",Woodlands of western Europe,Early Cretaceous (130-125 million years ago),About 27 feet long and 4-5 tons,Plants,https://www.thoughtco.com/thmb/fAeTvsPRyfagAypo4srcbrPUJYY=/600x450/filters:no_upscale():max_bytes(150000):strip_icc()/delapparentiaNT-58b9a4fb5f9b58af5c833e96.jpg
,,,,,https://www.thoughtco.com/thmb/9VuwJQAB7f38oQ7VhJTZ9h-VZW4=/2816x2112/filters:no_upscale():max_bytes(150000):strip_icc()/dollodonWC-58b991743df78c353cef8f8b.JPG
Drinker (after the American paleontologist Edward Drinker Cope),Swamps of North Africa,Late Jurassic (155 to 145 million years ago),About six feet long and 25-50 pounds,Plants,https://www.thoughtco.com/thmb/skLs1DRph1WMUHHRGFseMyxSyB8=/800x524/filters:no_upscale():max_bytes(150000):strip_icc()/WCothnielia-58b9a4e95f9b58af5c8321d0.jpg
"Dryosaurus (Greek for ""oak lizard""); pronounced DRY-oh-SORE-us",Woodlands of Africa and North America,Late Jurassic (155-145 million years ago),About 10 feet long and 200 pounds,Plants,https://www.thoughtco.com/thmb/xoCGfIUXbG_5BoQ81-a5w4WCQJQ=/2800x2100/filters:no_upscale():max_bytes(150000):strip_icc()/dryosaurusJP-58b9a4e35f9b58af5c831927.JPG
"Dysalotosaurus (Greek for ""uncatchable lizard""); pronounced DISS-ah-LOW-toe-SORE-us",Woodlands of Africa,Late Jurassic (150 million years ago),"About 15 feet long and 1,000-2,000 pounds",Plants,https://www.thoughtco.com/thmb/btrOariqrQGutj1qowemqWqbi4M=/3872x2592/filters:no_upscale():max_bytes(150000):strip_icc()/dysalotosaurusWC-58b9a4d73df78c353c1403d2.jpg
"Echinodon (Greek for ""hedgehog tooth""); pronounced eh-KIN-oh-don",Woodlands of western Europe,Early Cretaceous (140 million years ago),About two feet long and 5-10 pounds,Plants,https://www.thoughtco.com/thmb/dNOrfZ867TmpTcgA79u6KtItdYQ=/640x480/filters:no_upscale():max_bytes(150000):strip_icc()/echinodonNT-58b9a4cb5f9b58af5c82f4a0.jpg
"Elrhazosaurus (Greek for ""Elrhaz lizard""); pronounced ell-RAZZ-oh-SORE-us",Woodlands of Africa,Early Cretaceous (130-125 million years ago),About four feet long and 20-25 pounds,Plants,https://www.thoughtco.com/thmb/7C3eBTlEjufZ8kMRR5Z2i8UTieY=/640x480/filters:no_upscale():max_bytes(150000):strip_icc()/elrhazosaurusNT-58b9a4c65f9b58af5c82ea54.jpg
"Fabrosaurus (Greek for ""Fabre's lizard""); pronounced FAB-roe-SORE-us",Woodlands of Africa,Early Jurassic (200-190 million years ago),About three feet long and 10-20 pounds,Plants,https://www.thoughtco.com/thmb/MkmTD80gpMHjdE8VtryQfVSM2XM=/1920x634/filters:no_upscale():max_bytes(150000):strip_icc()/fabrosaurusWC-58b9a4bd5f9b58af5c82dc31.png
"Fukuisaurus (Greek for ""Fukui lizard""); pronounced FOO-kwee-SORE-us",Woodlands of Asia,Early Cretaceous (110 million years ago),"About 15 feet long and 750-1,000 pounds",Plants,https://www.thoughtco.com/thmb/kixhmtWn0LIvBA1-_z4eVg1kE3w=/250x167/filters:no_upscale():max_bytes(150000):strip_icc()/fukuisaurusJA-58b9a4b55f9b58af5c82cf62.jpg
,,,,,https://www.thoughtco.com/thmb/SwIJwGf54xD3LLqR1U8-9wKMHys=/2616x1916/filters:no_upscale():max_bytes(150000):strip_icc()/gasparinisauraWC-58b9a4af5f9b58af5c82c543.jpg
,,,,,https://www.thoughtco.com/thmb/wkGecayfZ1LiVQ6dCl-zQzBFW1Q=/600x450/filters:no_upscale():max_bytes(150000):strip_icc()/gideonmantelliaNT-58b9a4a95f9b58af5c82b94e.jpg
Haya (after a Mongolian deity); pronounced HI-yah,Woodlands of central Asia,Late Cretaceous (85 million years ago),About five feet long and 50 pounds,Plants,https://www.thoughtco.com/thmb/O4OZU9WDaZTw9MyahjAlUjaGQ_8=/500x375/filters:no_upscale():max_bytes(150000):strip_icc()/hayaNT-58b9a4a25f9b58af5c82af82.jpg
"Heterodontosaurus (Greek for ""different-toothed lizard""); pronounced HET-er-oh-DON-toe-SORE-us",Scrublands of South Africa,Early Jurassic (200-190 million years ago),About three feet long and 5-10 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/QcVXFmIwCjGIuuHzFnesc_qKmk8=/1300x794/filters:no_upscale():max_bytes(150000):strip_icc()/heterodontosaurusWC-58b9a49a3df78c353c13a04c.png
"Hexinlusaurus (""He Xin-Lu's lizard""); pronounced HAY-zhin-loo-SORE-us",Woodlands of Asia,Middle Jurassic (175 million years ago),About five feet long and 25 pounds,Plants,https://www.thoughtco.com/thmb/2htR4I59oAwq246TMF9KVsvlOGg=/800x489/filters:no_upscale():max_bytes(150000):strip_icc()/hexinlusaurusJB-58b9a4935f9b58af5c8298f7.jpg
"Hippodraco (Greek for ""horse dragon""); pronounced HIP-oh-DRAKE-oh",Woodlands of North America,Early Cretaceous (125 million years ago),About 15 feet long and half a ton,Plants,https://www.thoughtco.com/thmb/vJ_hfztWkG-BRKg5uOFfxGIyZQE=/800x307/filters:no_upscale():max_bytes(150000):strip_icc()/hippodracoLP-58b9872b3df78c353cdf8950.jpg
Huxleysaurus (after the biologist Thomas Henry Huxley); pronounced HUCKS-lee-SORE-us,Woodlands of western Europe,Early Cretaceous (140 million years ago),Unknown,Plants,https://www.thoughtco.com/thmb/D51er1a-9YGWiDKWWbfcnIAiEl0=/600x450/filters:no_upscale():max_bytes(150000):strip_icc()/huxleysaurusNT-58b9a4865f9b58af5c8282ba.jpg
,,,,,https://www.thoughtco.com/thmb/lYrY3YhcCbCL2HX9hCqBTaYhDt0=/640x480/filters:no_upscale():max_bytes(150000):strip_icc()/hypselospinusNT-58b9a4823df78c353c1376fe.jpg
"Iguanacolossus (Greek for ""colossal iguana""); pronounced ih-GWA-no-coe-LAH-suss",Woodlands of North America,Early Cretaceous (130-125 million years ago),About 30 feet long and 2-3 tons,Plants,https://www.thoughtco.com/thmb/98Yu-tDuUhnfWQSjfA-_BIYLS3k=/800x306/filters:no_upscale():max_bytes(150000):strip_icc()/iguanocolossusLP-58b991993df78c353cefd95a.jpg
"Jeholosaurus (Greek for ""Jehol lizard""); pronounced jeh-HOE-lo-SORE-us",Woodlands of Asia,Early Cretaceous (130-125 million years ago),About six feet long and 100 pounds,Possibly omnivorous,https://www.thoughtco.com/thmb/fQfxcUx87k1ceZT6Ah_Jl4OH4Aw=/800x504/filters:no_upscale():max_bytes(150000):strip_icc()/jeholosaurusWC-58b9a4683df78c353c13492c.jpg
"Jeyawati (Zuni Indian for ""grinding mouth""); pronounced HEY-ah-WATT-ee",Woodlands of western North America,Middle-Late Cretaceous (95-90 million years ago),"About 20 feet long and 1,000-2,000 pounds",Plants,https://www.thoughtco.com/thmb/ffJO-WHR9UJTBh2AbFY_kYhDeiY=/600x436/filters:no_upscale():max_bytes(150000):strip_icc()/jeyawatiLP-58b988845f9b58af5c4c317d.jpg
,,,,,https://www.thoughtco.com/thmb/K-9RX62_F03wZFDizx0xjOQvUb8=/500x262/filters:no_upscale():max_bytes(150000):strip_icc()/koreanosaurusNT-58b9a45c3df78c353c132f1c.jpg
"Kukufeldia (Old English for ""cuckoo's field""); pronounced COO-coo-FELL-dee-ah",Woodlands of western Europe,Early Cretaceous (135-125 million years ago),About 30 feet long and 2-3 tons,Plants,https://www.thoughtco.com/thmb/DhTfSeDmEN2gBRddKKSerxTCXuM=/1920x771/filters:no_upscale():max_bytes(150000):strip_icc()/kukufeldiaWC-58b9a4545f9b58af5c822150.jpg
"Kulindadromeus (Greek for ""Kulinda runner""); pronounced coo-LIN-dah-DROE-mee-us",Plains of northern Asia,Late Jurassic (160 million years ago),About 4-5 feet long and 20-30 pounds,Plants,https://www.thoughtco.com/thmb/92rg83xdhAILY3gGum61d8KBemU=/1600x1023/filters:no_upscale():max_bytes(150000):strip_icc()/kulindadromeusAA-58b989613df78c353ce012e7.jpg
,,,,,https://www.thoughtco.com/thmb/gdCn3A6Q9g83EWY44uNHeqMfNFc=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/lanzhousaurusWC-58b9a4443df78c353c12f6d2.JPG
,,,,,https://www.thoughtco.com/thmb/XPbVPsS3Q8vCm2p9Zg6sHiVpbw0=/800x568/filters:no_upscale():max_bytes(150000):strip_icc()/laosaurusWC-58b9a43f3df78c353c12ece4.jpg
,,,,,https://www.thoughtco.com/thmb/vYZHZntw-HiAorglInMPhMFFJEc=/1280x902/filters:no_upscale():max_bytes(150000):strip_icc()/laquintasauraMW-58b9a4393df78c353c12e038.jpg
"Lurdusaurus (Greek for ""heavy lizard""); pronounced LORE-duh-SORE-us",Woodlands of Africa,Early Cretaceous (120-110 million years ago),About 30 feet long and six tons,Plants,https://www.thoughtco.com/thmb/ic8F-E-lN7UXD2TmcwOqQsivFrw=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/lurdusaurusNT-58b9a4255f9b58af5c81ac09.jpg
"Lycorhinus (Greek for ""wolf snout""); pronounced LIE-coe-RYE-nuss",Woodlands of southern Africa,Early Jurassic (200 million years ago),About four feet long and 50 pounds,Plants,https://www.thoughtco.com/thmb/wGCdS-UeJd2dg_RiwaJwEupmAMs=/493x347/filters:no_upscale():max_bytes(150000):strip_icc()/lycorhinusGE-58b9a41c3df78c353c129b64.jpg
"Macrogryphosaurus (Greek for ""big enigmatic lizard""); pronounced MACK-roe-GRIFF-oh-SORE-us",Woodlands of South America,Late Cretaceous (90 million years ago),About 20 feet long and 1-2 tons,Plants,https://www.thoughtco.com/thmb/lkm3K_h1j8L09cvBoZRMRLiNZ4A=/640x353/filters:no_upscale():max_bytes(150000):strip_icc()/macrogryphosaurusBBC-58b9a4163df78c353c12900a.png
"Manidens (Greek for ""hand tooth""); pronounced MAN-ih-denz",Woodlands of South America,Middle Jurassic (170-165 million years ago),About 2-3 feet long and 5-10 pounds,Plants; possibly omnivorous,https://www.thoughtco.com/thmb/rhUiJA_WBTOzFNj3UYpBnTfEOo0=/600x426/filters:no_upscale():max_bytes(150000):strip_icc()/manidensNT-58b9a40e5f9b58af5c817ff0.jpg
"Mantellisaurus (Greek for ""Mantell's lizard""); pronounced man-TELL-ih-SORE-us",Woodlands of western Europe,Early Cretaceous (135-125 million years ago),About 30 feet long and 3 tons,Plants,https://www.thoughtco.com/thmb/jfVdiBz-xO4dlaVy1Nj29VKvMEg=/1024x534/filters:no_upscale():max_bytes(150000):strip_icc()/mantellisaurusWC3-58b9a4095f9b58af5c8174e5.jpg
"Mantellodon (Greek for ""Mantell's tooth""); pronounced man-TELL-oh-don",Woodlands of western Europe,Early Cretaceous (135-125 million years ago),About 30 feet long and three tons,Plants,https://www.thoughtco.com/thmb/2VYFFl-PCR7LlvhEM3QKygtRMvw=/657x289/filters:no_upscale():max_bytes(150000):strip_icc()/mantellodonWC2-58b9a4045f9b58af5c816be8.jpg
"Mochlodon (Greek for ""bar tooth""); pronounced MOCK-low-don",Woodlands of western Europe,Late Cretaceous (75-70 million years ago),About 10 feet long and 500 pounds,Plants,https://www.thoughtco.com/thmb/C87kLEZuFHDvgRn724-2BcdKjJI=/1024x698/filters:no_upscale():max_bytes(150000):strip_icc()/mochlodonMD-58b9a3ff5f9b58af5c816442.jpg
"Nanyangosaurus (Greek for ""Nanyang lizard""); pronounced nan-YANG-oh-SORE-us",Woodlands of eastern Asia,Middle Cretaceous (110-100 million years ago),"About 12 feet long and 1,000 pounds",Plants,https://www.thoughtco.com/thmb/Es0E2Uh6KtwovRjEYeWnW896eKI=/640x546/filters:no_upscale():max_bytes(150000):strip_icc()/nanyangosaurusWC-58b9a3f45f9b58af5c815133.png
"Orodromeus (Greek for ""mountain runner""); pronounced ORE-oh-DROME-ee-us",Woodlands of North America,Late Cretaceous (75 million years ago),About eight feet long and 50 pounds,Plants,https://www.thoughtco.com/thmb/R7j2p_IuDw4S7hbovsDDIjlqG84=/1482x577/filters:no_upscale():max_bytes(150000):strip_icc()/orodromeusWC-58b9a3ea3df78c353c123ef7.png
"Oryctodromeus (Greek for ""burrowing runner""); pronounced or-RICK-toe-DROE-mee-us",Woodlands of North America,Middle Cretaceous (95 million years ago),About six feet long and 50-100 pounds,Plants,https://www.thoughtco.com/thmb/38mgqw1c9ZlpVC5kisCnW_C_hts=/800x404/filters:no_upscale():max_bytes(150000):strip_icc()/oryctodromeusJB-58b989583df78c353ce01292.jpg
Othnielia (after the 19th-century paleontologist Othniel C. Marsh); pronounced OTH-nee-ELL-ee-ah,Plains of western North America,Late Jurassic (155-145 million years ago),About four feet long and 50 pounds,Plants,https://www.thoughtco.com/thmb/tZurYxjuU37QyeTOvlTn9PlLJhU=/3231x1880/filters:no_upscale():max_bytes(150000):strip_icc()/othnieliaWC-58b9a3dc3df78c353c1229eb.jpg
"Othnielosaurus (""Othniel's lizard""); pronounced OTH-nee-ELL-oh-SORE-us",Woodlands of North America,Late Jurassic (155-150 million years ago),About six feet long and 20-25 pounds,Plants,https://www.thoughtco.com/thmb/q0255kkga--RvLfxmm1jxHzxoCM=/800x667/filters:no_upscale():max_bytes(150000):strip_icc()/othnielosaurusWC-58b9a3d25f9b58af5c8112ef.JPG
Parksosaurus (after paleontologist William Parks); pronounced PARK-so-SORE-us,Woodlands of North America,Late Cretaceous (70 million years ago),About five feet long and 75 pounds,Plants,https://www.thoughtco.com/thmb/2-78JHAR7HUgTlUCCuoRQ7LktSE=/1440x576/filters:no_upscale():max_bytes(150000):strip_icc()/parksosaurusWC-58b9a3cd5f9b58af5c81076d.jpg
"Pisanosaurus (Greek for ""Pisano's lizard""): pronounced pih-SAHN-oh-SORE-us",Woodlands of South America,Late Triassic (220 million years ago),About three feet long and 15 pounds,Plants,https://www.thoughtco.com/thmb/pfu-dedzcpGzpa0pcFG7xk6aUL8=/800x469/filters:no_upscale():max_bytes(150000):strip_icc()/pisanosaurusWC-58b9a3c23df78c353c11f4cc.JPG
"Planicoxa (Greek for ""flat ilium""); pronounced PLAN-ih-COK-sah",Woodlands of North America,Early Cretaceous (125 million years ago),About 18 feet long and 1-2 tons,Plants,https://www.thoughtco.com/thmb/0bKDCt35yvdis3xbZGACP7sStmc=/1024x613/filters:no_upscale():max_bytes(150000):strip_icc()/planicoxaWC-58b9a3be3df78c353c11ead9.jpg
"Proa (Greek for ""prow""); pronounced PRO-ah",Woodlands of western Europe,Early Cretaceous (110 million years ago),About 20 feet long and one ton,Plants,https://www.thoughtco.com/thmb/IrGBqQQnh5KZRScQPAhNhLy0tBw=/800x325/filters:no_upscale():max_bytes(150000):strip_icc()/mantellisaurus-58b9a3b73df78c353c11de14.jpg
"Protohadros (Greek for ""first hadrosaur""); pronounced PRO-to-HAY-dross",Woodlands of North America,Late Cretaceous (95 million years ago),About 25 feet long and 1-2 tons,Plants,https://www.thoughtco.com/thmb/tbgqB6AefQQSLCE5QCOgkqKH_1I=/640x413/filters:no_upscale():max_bytes(150000):strip_icc()/protohadrosKC-58b9a3ae3df78c353c11d07b.jpg
"Rhabdodon (Greek for ""rod tooth""); pronounced RAB-doe-don",Woodlands of western Europe,Late Cretaceous (75 million years ago),About 12 feet long and 250-500 pounds,Plants,https://www.thoughtco.com/thmb/RqTWIeK5VcPgJU4Ra7DR7Pz02ys=/1000x597/filters:no_upscale():max_bytes(150000):strip_icc()/ABrhabdodon-58b9a3a33df78c353c11bc33.jpg
"Siamodon (Greek for ""Siamese tooth""); pronounced sie-AM-oh-don",Woodlands of Asia,Early Cretaceous (110-100 million years ago),About 20 feet long and 1-2 tons,Plants,https://www.thoughtco.com/thmb/F7X5efp2-YEbMCKrT8bSeSXCMBc=/926x800/filters:no_upscale():max_bytes(150000):strip_icc()/siamodonWC-58b9a39d3df78c353c11b259.JPG
"Talenkauen (indigenous for ""small skull""); pronounced TA-len-cow-en",Woodlands of South America,Late Cretaceous (70-65 million years ago),About 15 feet long and 500-750 pounds,Plants,https://www.thoughtco.com/thmb/Z6NVWihghPY3SYc8zDsUeDIn6Zw=/500x354/filters:no_upscale():max_bytes(150000):strip_icc()/talenkauenEC-58b9a3975f9b58af5c80a501.jpg
